Transaction ID,Row #,Click Time,Transaction Time,Transaction ID,UID,UID2,MID,Merchant,PID,Product,Referrer,SR,VR,NVR,Status,Paid,Completed,UKey,Transaction Value,Drupal Processing Status
,1,22/04/2013 20:12,22/04/2013 20:38,19624998,239,62d000-8559-465f,350174,Lenskart.com,9644,Cost Per Sale,http://www.theshoppingpro.com/retailers-partners-list?url=lenskart.com&redirect=http://www.lenskart.com/eyeglasses/popular-searches/first-pair-free.html&uid2=null_null,90,90,90,Validated,,22/04/2013,3.69767E+17,625,
